88,000	89,000	130	0	0	0	0	0	0	0	3,200
89,000	90,000	180	0	0	0	0	0	0	0	3,200
90,000	91,000	230	0	0	0	0	0	0	0	3,200
91,000	92,000	290	0	0	0	0	0	0	0	3,200
92,000	93,000	340	0	0	0	0	0	0	0	3,300
										
93,000	94,000	390	0	0	0	0	0	0	0	3,300
94,000	95,000	440	0	0	0	0	0	0	0	3,300
95,000	96,000	490	0	0	0	0	0	0	0	3,400
96,000	97,000	540	0	0	0	0	0	0	0	3,400
97,000	98,000	590	0	0	0	0	0	0	0	3,500
										
98,000	99,000	640	0	0	0	0	0	0	0	3,500
99,000	101,000	720	0	0	0	0	0	0	0	3,600
101,000	103,000	830	0	0	0	0	0	0	0	3,600
103,000	105,000	930	0	0	0	0	0	0	0	3,700
105,000	107,000	1,030	0	0	0	0	0	0	0	3,800
										
107,000	109,000	1,130	0	0	0	0	0	0	0	3,800
109,000	111,000	1,240	0	0	0	0	0	0	0	3,900
111,000	113,000	1,340	0	0	0	0	0	0	0	4,000
113,000	115,000	1,440	0	0	0	0	0	0	0	4,100
115,000	117,000	1,540	0	0	0	0	0	0	0	4,100
										
117,000	119,000	1,640	0	0	0	0	0	0	0	4,200
119,000	121,000	1,750	120	0	0	0	0	0	0	4,300
121,000	123,000	1,850	220	0	0	0	0	0	0	4,500
123,000	125,000	1,950	330	0	0	0	0	0	0	4,800
125,000	127,000	2,050	430	0	0	0	0	0	0	5,100
										
127,000	129,000	2,150	530	0	0	0	0	0	0	5,400
129,000	131,000	2,260	630	0	0	0	0	0	0	5,700
131,000	133,000	2,360	740	0	0	0	0	0	0	6,000
133,000	135,000	2,460	840	0	0	0	0	0	0	6,300
135,000	137,000	2,550	930	0	0	0	0	0	0	6,600
										
137,000	139,000	2,610	990	0	0	0	0	0	0	6,800
139,000	141,000	2,680	1,050	0	0	0	0	0	0	7,100
141,000	143,000	2,740	1,110	0	0	0	0	0	0	7,500
143,000	145,000	2,800	1,170	0	0	0	0	0	0	7,800
145,000	147,000	2,860	1,240	0	0	0	0	0	0	8,100
										
147,000	149,000	2,920	1,300	0	0	0	0	0	0	8,400
149,000	151,000	2,980	1,360	0	0	0	0	0	0	8,700
151,000	153,000	3,050	1,430	0	0	0	0	0	0	9,000
153,000	155,000	3,120	1,500	0	0	0	0	0	0	9,300
155,000	157,000	3,200	1,570	0	0	0	0	0	0	9,600
										
157,000	159,000	3,270	1,640	0	0	0	0	0	0	9,900
159,000	161,000	3,340	1,720	100	0	0	0	0	0	10,200
161,000	163,000	3,410	1,790	170	0	0	0	0	0	10,500
163,000	165,000	3,480	1,860	250	0	0	0	0	0	10,800
165,000	167,000	3,550	1,930	320	0	0	0	0	0	11,100
										
167,000	169,000	3,620	2,000	390	0	0	0	0	0	11,400
169,000	171,000	3,700	2,070	460	0	0	0	0	0	11,700
171,000	173,000	3,770	2,140	530	0	0	0	0	0	12,000
173,000	175,000	3,840	2,220	600	0	0	0	0	0	12,400
175,000	177,000	3,910	2,290	670	0	0	0	0	0	12,700
										
177,000	179,000	3,980	2,360	750	0	0	0	0	0	13,200
179,000	181,000	4,050	2,430	820	0	0	0	0	0	13,900
181,000	183,000	4,120	2,500	890	0	0	0	0	0	14,600
183,000	185,000	4,200	2,570	960	0	0	0	0	0	15,300
185,000	187,000	4,270	2,640	1,030	0	0	0	0	0	16,000
										
187,000	189,000	4,340	2,720	1,100	0	0	0	0	0	16,700
189,000	191,000	4,410	2,790	1,170	0	0	0	0	0	17,500
191,000	193,000	4,480	2,860	1,250	0	0	0	0	0	18,100
193,000	195,000	4,550	2,930	1,320	0	0	0	0	0	18,800
195,000	197,000	4,630	3,000	1,390	0	0	0	0	0	19,500
										
197,000	199,000	4,700	3,070	1,460	0	0	0	0	0	20,200
199,000	201,000	4,770	3,140	1,530	0	0	0	0	0	20,900
201,000	203,000	4,840	3,220	1,600	0	0	0	0	0	21,500
203,000	205,000	4,910	3,290	1,670	0	0	0	0	0	22,200
205,000	207,000	4,980	3,360	1,750	130	0	0	0	0	22,700
										
207,000	209,000	5,050	3,430	1,820	200	0	0	0	0	23,300
209,000	211,000	5,130	3,500	1,890	280	0	0	0	0	23,900
211,000	213,000	5,200	3,570	1,960	350	0	0	0	0	24,400
213,000	215,000	5,270	3,640	2,030	420	0	0	0	0	25,000
215,000	217,000	5,340	3,720	2,100	490	0	0	0	0	25,500
										
217,000	219,000	5,410	3,790	2,170	560	0	0	0	0	26,100
219,000	221,000	5,480	3,860	2,250	630	0	0	0	0	26,800
221,000	224,000	5,560	3,950	2,340	710	0	0	0	0	27,400
224,000	227,000	5,680	4,060	2,440	830	0	0	0	0	28,400
227,000	230,000	5,780	4,170	2,550	930	0	0	0	0	29,300
										
230,000	233,000	5,890	4,280	2,650	1,040	0	0	0	0	30,300
233,000	236,000	5,990	4,380	2,770	1,140	0	0	0	0	31,300
236,000	239,000	6,110	4,490	2,870	1,260	0	0	0	0	32,400
239,000	242,000	6,210	4,590	2,980	1,360	0	0	0	0	33,400
242,000	245,000	6,320	4,710	3,080	1,470	0	0	0	0	34,400
										
245,000	248,000	6,420	4,810	3,200	1,570	0	0	0	0	35,400
248,000	251,000	6,530	4,920	3,300	1,680	0	0	0	0	36,400
251,000	254,000	6,640	5,020	3,410	1,790	170	0	0	0	37,500
254,000	257,000	6,750	5,140	3,510	1,900	290	0	0	0	38,500
257,000	260,000	6,850	5,240	3,620	2,000	390	0	0	0	39,400
										
260,000	263,000	6,960	5,350	3,730	2,110	500	0	0	0	40,400
263,000	266,000	7,070	5,450	3,840	2,220	600	0	0	0	41,500
266,000	269,000	7,180	5,560	3,940	2,330	710	0	0	0	42,500
269,000	272,000	7,280	5,670	4,050	2,430	820	0	0	0	43,500
272,000	275,000	7,390	5,780	4,160	2,540	930	0	0	0	44,500
										
275,000	278,000	7,490	5,880	4,270	2,640	1,030	0	0	0	45,500
278,000	281,000	7,610	5,990	4,370	2,760	1,140	0	0	0	46,600
281,000	284,000	7,710	6,100	4,480	2,860	1,250	0	0	0	47,600
284,000	287,000	7,820	6,210	4,580	2,970	1,360	0	0	0	48,600
287,000	290,000	7,920	6,310	4,700	3,070	1,460	0	0	0	49,500
										
290,000	293,000	8,040	6,420	4,800	3,190	1,570	0	0	0	50,500
293,000	296,000	8,140	6,520	4,910	3,290	1,670	0	0	0	51,600
296,000	299,000	8,250	6,640	5,010	3,400	1,790	160	0	0	52,300
299,000	302,000	8,420	6,740	5,130	3,510	1,890	280	0	0	52,900
302,000	305,000	8,670	6,860	5,250	3,630	2,010	400	0	0	53,500
										
305,000	308,000	8,910	6,980	5,370	3,760	2,130	520	0	0	54,200
308,000	311,000	9,160	7,110	5,490	3,880	2,260	640	0	0	54,800
311,000	314,000	9,400	7,230	5,620	4,000	2,380	770	0	0	55,400
314,000	317,000	9,650	7,350	5,740	4,120	2,500	890	0	0	56,100
317,000	320,000	9,890	7,470	5,860	4,250	2,620	1,010	0	0	56,800
										
320,000	323,000	10,140	7,600	5,980	4,370	2,750	1,130	0	0	57,700
323,000	326,000	10,380	7,720	6,110	4,490	2,870	1,260	0	0	58,500
326,000	329,000	10,630	7,840	6,230	4,610	2,990	1,380	0	0	59,300
329,000	332,000	10,870	7,960	6,350	4,740	3,110	1,500	0	0	60,200
332,000	335,000	11,120	8,090	6,470	4,860	3,240	1,620	0	0	61,100
										
335,000	338,000	11,360	8,210	6,600	4,980	3,360	1,750	130	0	62,000
338,000	341,000	11,610	8,370	6,720	5,110	3,480	1,870	260	0	62,900
