その月の社会保険料等控除後の給与等の金額（以上）	その月の社会保険料等控除後の給与等の金額（未満）	扶養親族等の数（０人）	扶養親族等の数（１人）	扶養親族等の数（２人）	扶養親族等の数（３人）	扶養親族等の数（４人）	扶養親族等の数（５人）	扶養親族等の数（６人）	扶養親族等の数（７人）	乙	計算率（甲）	計算率（乙）
374000	377000	13690	10470	7760	6150	4530	2910	1300	0	77800	0	0
												
377000	380000	13940	10710	7880	6270	4660	3030	1420	0	78700	0	0
380000	383000	14180	10960	8000	6390	4780	3150	1540	0	79600	0	0
383000	386000	14430	11100	8130	6510	4900	3280	1660	0	80600	0	0
386000	389000	14670	11350	8250	6640	5020	3400	1790	170	82000	0	0
389000	392000	14920	11690	8450	6760	5150	3520	1910	300	83600	0	0
												
392000	395000	15160	11940	8700	6880	5270	3640	2030	420	85400	0	0
395000	398000	15410	12180	8940	7000	5390	3770	2150	540	87100	0	0
398000	401000	15650	12430	9190	7130	5510	3890	2280	660	88700	0	0
401000	404000	15900	12670	9430	7250	5640	4010	2400	790	90500	0	0
404000	407000	16140	12920	9680	7370	5760	4140	2520	910	92200	0	0
												
407000	410000	16390	13160	9920	7490	5880	4260	2640	1030	93800	0	0
410000	413000	16630	13410	10170	7620	6000	4380	2770	1150	95600	0	0
413000	416000	16880	13650	10410	7740	6130	4500	2890	1280	97300	0	0
416000	419000	17120	13900	10660	7860	6250	4630	3010	1400	98900	0	0
419000	422000	17370	14140	10900	7980	6370	4750	3130	1520	100700	0	0
												
422000	425000	17610	14390	11150	8110	6490	4870	3260	1640	102400	0	0
425000	428000	17860	14630	11390	8230	6620	4990	3380	1770	104000	0	0
428000	431000	18100	14880	11640	8400	6740	5120	3500	1890	105800	0	0
431000	434000	18350	15120	11880	8650	6860	5240	3620	2010	107500	0	0
434000	437000	18590	15370	12130	8890	6980	5360	3750	2130	109100	0	0
												
437000	440000	18840	15610	12370	9140	7110	5480	3870	2260	110900	0	0
440000	443000	19080	15860	12620	9380	7230	5610	3990	2380	112600	0	0
443000	446000	19330	16010	12860	9630	7350	5730	4110	2500	114200	0	0
446000	449000	19570	16350	13110	9870	7470	5850	4240	2620	116000	0	0
449000	452000	19860	16590	13350	10120	7600	5970	4360	2750	117600	0	0
												
452000	455000	20350	16840	13600	10360	7720	6100	4480	2870	119400	0	0
455000	458000	20840	17080	13840	10610	7840	6220	4600	2990	121100	0	0
458000	461000	21330	17330	14090	10850	7960	6340	4730	3110	122700	0	0
461000	464000	21820	17570	14330	11100	8090	6460	4850	3240	124500	0	0
464000	467000	22310	17820	14580	11340	8210	6590	4970	3360	126200	0	0
												
467000	470000	22800	18060	14820	11590	8360	6710	5090	3480	127800	0	0
470000	473000	23290	18310	15070	11830	8610	6830	5220	3600	129600	0	0
473000	476000	23780	18550	15320	12080	8850	6950	5340	3730	131200	0	0
476000	479000	24270	18800	15560	12320	9100	7080	5460	3850	132800	0	0
479000	482000	24760	19040	15810	12570	9340	7200	5580	3970	134500	0	0
											0	0
482000	485000	25250	19290	16050	12810	9590	7320	5710	4090	136100	0	0
485000	488000	25740	19530	16300	13060	9830	7440	5830	4220	137600	0	0
488000	491000	26230	19780	16540	13300	10080	7570	5950	4340	139300	0	0
491000	494000	26720	20260	16790	13550	10320	7690	6070	4460	140900	0	0
494000	497000	27210	20750	17030	13790	10570	7810	6200	4580	142500	0	0
												
497000	500000	27700	21240	17280	14040	10810	7930	6320	4710	144100	0	0
500000	503000	28190	21730	17520	14280	11160	8060	6440	4830	145700	0	0
503000	506000	28680	22220	17770	14350	11300	8180	6570	4950	147300	0	0
506000	509000	29170	22710	18010	14470	11550	8310	6690	5070	149000	0	0
509000	512000	29660	23200	18260	15020	11790	8560	6810	5200	150500	0	0
												
512000	515000	30150	23690	18500	15260	12040	8800	6930	5320	152100	0	0
515000	518000	30640	24180	18750	15510	12280	9050	7060	5440	153800	0	0
518000	521000	31130	24670	18990	15750	12530	9290	7180	5560	155400	0	0
521000	524000	31620	25160	19240	16000	12770	9540	7300	5690	156900	0	0
524000	527000	32110	25650	19480	16240	13020	9780	7420	5810	158600	0	0
												
527000	530000	32600	26140	19730	16490	13260	10030	7550	5930	160200	0	0
530000	533000	33190	26630	20160	16730	13510	10270	7670	6050	161600	0	0
533000	536000	33780	27120	20650	16980	13750	10520	7790	6180	163200	0	0
536000	539000	34270	27610	21090	17220	14000	10760	7910	6300	164600	0	0
539000	542000	34760	28100	21530	17470	14240	11010	8040	6420	166000	0	0
												
542000	545000	35350	28590	22070	17710	14490	11150	8160	6540	167500	0	0
545000	548000	35840	29080	22510	17960	14730	11300	8280	6670	169000	0	0
548000	551000	36330	29570	22950	18200	14980	11440	8400	6790	170500	0	0
551000	554000	36820	30110	23300	18480	15240	11680	8530	6920	171900	0	0
554000	557000	37310	30660	23650	18760	15490	11900	8650	7060	173400	0	0
												
557000	560000	37800	31210	24000	19030	15730	12190	8770	7200	174900	0	0
560000	563000	38230	31760	24350	19310	15970	12480	8890	7330	176300	0	0
563000	566000	38780	32210	24700	19580	16210	12720	9010	7470	177900	0	0
566000	569000	39330	32870	25050	19930	16460	12940	9130	7610	179300	0	0
569000	572000	39880	33320	25400	20280	16700	13170	9250	7750	180700	0	0
												
572000	575000	40430	33770	25750	20630	16940	13400	9370	7880	182200	0	0
575000	578000	40980	34220	26060	20980	17190	13620	9490	8030	183700	0	0
578000	581000	41530	34670	26310	21340	17440	13850	9610	8160	185200	0	0
581000	584000	42090	35120	26560	21690	17690	14070	9730	8300	186600	0	0
584000	587000	42640	35570	26810	22040	17940	14290	9850	8450	188100	0	0
												
587000	590000	43190	36020	27060	22390	18180	14510	9970	8600	189600	0	0
590000	593000	43740	36470	27310	22740	18430	14730	10090	8740	191000	0	0
593000	596000	44290	36920	27570	23090	18680	14950	10210	8880	192600	0	0
596000	599000	44840	37380	27820	23440	18930	15170	10330	9020	194000	0	0
599000	602000	45390	37830	28080	23790	19180	15390	10450	9160	195400	0	0
												
602000	605000	45950	38280	28330	24140	19430	15610	10570	9300	197000	0	0
605000	608000	46500	38730	28590	24490	19680	15830	10690	9440	198400	0	0
608000	611000	47050	39180	28840	24840	19930	16050	10810	9580	199900	0	0
611000	614000	47600	39640	29100	25190	20180	16270	10930	9720	201300	0	0
614000	617000	48150	40100	29350	25540	20430	16490	11050	9860	202800	0	0
												
617000	620000	48700	40560	29600	25890	20680	16710	11170	10000	204300	0	0
620000	623000	49250	41010	29850	26240	20930	16930	11290	10140	205700	0	0
623000	626000	49800	41460	30100	26590	21180	17150	11410	10280	207300	0	0
626000	629000	50360	41910	30350	26940	21430	17370	11530	10420	208700	0	0
629000	632000	50910	42360	30600	27290	21680	17590	11650	10560	210100	0	0
												
632000	635000	51460	42810	30850	27640	21930	17810	11770	10700	211700	0	0
635000	638000	52010	43260	31100	27990	22180	18030	11890	10840	213100	0	0
638000	641000	52560	43710	31350	28340	22430	18250	12010	10980	214600	0	0
641000	644000	53110	44160	31600	28690	22680	18470	12130	11120	215900	0	0
644000	647000	53660	44610	31850	29040	22930	18690	12250	11260	217000	0	0
												
647000	650000	54220	45070	32100	29390	23180	18910	12370	11400	218000	0	0
650000	653000	54770	45520	32350	29740	23430	19130	12490	11540	219000	0	0
653000	656000	55320	45970	32600	30090	23680	19350	12610	11680	220000	0	0
656000	659000	55870	46420	32850	30440	23930	19570	12730	11820	221000	0	0
659000	662000	56420	46870	33100	30790	24180	19790	12850	11960	222100	0	0
												
662000	665000	56970	47320	33350	31140	24430	20010	12970	12100	223100	0	0
665000	668000	57520	47770	33600	31490	24680	20230	13090	12240	224100	0	0
668000	671000	58070	48220	33850	31840	24930	20450	13210	12380	225000	0	0
671000	674000	58630	48680	34100	32190	25180	20670	13330	12520	226000	0	0
674000	677000	59180	49130	34350	32540	25430	20890	13450	12660	227100	0	0
												
677000	680000	59730	49580	34600	32890	25680	21110	13570	12800	228100	0	0
680000	683000	60280	50030	34850	33240	25930	21330	13690	12940	229100	0	0
683000	686000	60830	50480	35100	33590	26180	21550	13810	13080	230100	0	0
686000	689000	61380	50930	35350	33940	26430	21770	13930	13220	231500	0	0
689000	692000	61930	51380	35600	34290	26680	21990	14050	13360	233000	0	0
												
692000	695000	62490	51830	35850	34640	26930	22210	14170	13500	234500	0	0
695000	698000	63040	52280	36100	34990	27180	22430	14290	13640	236100	0	0
698000	701000	63590	52730	36350	35340	27430	22650	14410	13780	237600	0	0
701000	704000	64140	53180	36600	35690	27680	22870	14530	13920	239100	0	0
704000	707000	64690	53630	36850	36040	27930	23090	14650	14060	240800	0	0
												
707000	710000	65250	54080	37100	36390	28180	23310	14770	14200	242300	0	0
710000	713000	65860	54390	37350	36700	28430	23530	14890	14340	243800	0	0
713000	716000	66480	54700	37600	37010	28680	23750	15010	14480	245300	0	0
716000	719000	67090	55010	37850	37320	28930	23970	15130	14620	246900	0	0
719000	722000	67700	55310	38100	37630	29180	24190	15250	14760	248400	0	0
												
722000	725000	68320	55640	38350	37960	29430	24410	15370	14900	250000	0	0
725000	728000	68930	55950	38600	38270	29680	24630	15490	15040	251600	0	0
728000	731000	69540	56260	38850	38580	29930	24850	15610	15180	253100	0	0
731000	734000	70150	56570	39100	38890	30180	25070	15730	15320	254600	0	0
734000	737000	70770	56890	39350	39200	30430	25290	15850	15460	256200	0	0
737000	740000	71380	64900	58440	51980	45510	39040	32580	26110	257700	0	0
740000	790000	71680	65210	58750	52290	45810	39350	32890	26410	259200	0.2042	0.4084
790000	960000	81890	75420	68960	62500	56020	49560	43100	36620	259200	0.23483	0.4084
960000	1710000	121820	115340	108880	102420	95940	89480	83020	76540	259200	0.33693	0.4084
1710000	2130000	374520	368040	361580	355120	348640	342180	335720	329240	655400	0.4084	0.45945
2130000	2170000	549440	542970	536500	530040	523570	517110	510640	504170	655400	0.4084	0.45945
2170000	2210000	571220	564750	558280	551820	545350	538880	532420	525950	655400	0.4084	0.45945
2210000	2250000	593000	586520	580060	573600	567120	560660	554200	547730	655400	0.4084	0.45945
2250000	3500000	614770	608300	601840	595380	588900	582440	575980	569500	655400	0.4084	0.45945
3500000	-	1125270	1118800	1112340	1105880	1099400	1092940	1086480	1080000	655400	0.45945	0.45945
